"","county","year","month","temp_avg","temp_min","temp_max","precip"
"23655","Oneida",1992,1,25.3,15.7,34.9,"3.57"
"23656","Onondaga",1992,1,27.8,18.9,36.7,"3.83"
"23657","Ontario",1992,1,29.5,21,38.1,"3.35"
"23658","Orange",1992,1,33.4,24,42.8,"3.65"
"23659","Orleans",1992,1,30.5,22.5,38.5,"3.85"
"23660","Oswego",1992,1,26.3,16.8,35.7,"4.49"
"23661","Otsego",1992,1,26.8,17.3,36.3,"2.58"
"23662","Putnam",1992,1,33.5,24,43,"4.06"
"23663","Queens",1992,1,38.7,30.6,46.9,"3.78"
"23664","Rensselaer",1992,1,29.4,19.8,39.1,"1.77"
"23665","Richmond",1992,1,38.4,29.9,47,"3.52"
"23666","Rockland",1992,1,35.6,26.6,44.6,"4.08"
"23667","Saratoga",1992,1,28.2,18.5,37.9,"3.33"
"23668","Schenectady",1992,1,29.3,19.8,38.8,"2.44"
"23669","Schoharie",1992,1,27.5,18,37.1,"2.09"
"23670","Schuyler",1992,1,28.8,20,37.7,"2.34"
"23671","Seneca",1992,1,29.9,21.8,38,"3.42"
"23672","St. Lawrence",1992,1,21.9,9.8,33.9,"3.42"
"23673","Steuben",1992,1,29.3,20,38.7,"3.08"
"23674","Suffolk",1992,1,36.2,28.1,44.4,"3.26"
"23675","Sullivan",1992,1,29.9,20.3,39.5,"3.45"
"23676","Tioga",1992,1,29.6,20.8,38.4,"3.54"
"23677","Tompkins",1992,1,28.5,19.9,37,"3.52"
"23678","Ulster",1992,1,30.5,21.2,39.9,"4.01"
"23679","Warren",1992,1,25.1,14.9,35.4,"3.32"
"23680","Washington",1992,1,28.2,18.3,38.1,"2.08"
"23681","Wayne",1992,1,29.6,21.4,37.8,"3.89"
"23682","Westchester",1992,1,35.7,26.6,44.8,"4.05"
"23683","Wyoming",1992,1,28.9,19.2,38.5,"3.19"
"23684","Yates",1992,1,29.5,20.9,38,"3.09"
"23685","Albany",1992,1,26.3,17.8,34.8,"1.21"
"23686","Allegany",1992,1,25.8,17.6,34,"1.28"
"23687","Bronx",1992,1,35.2,27.7,42.6,"1.76"
"23688","Broome",1992,1,26.6,18.8,34.3,"1.73"
"23689","Cattaraugus",1992,1,26,17.5,34.4,"2"
"23690","Cayuga",1992,1,25.9,18.6,33.2,"1.96"
"23691","Chautauqua",1992,1,26.9,18.7,35.1,"2.04"
"23692","Chemung",1992,1,27.1,19.1,35.1,"1.13"
"23693","Chenango",1992,1,25.1,17.4,32.8,"1.8"
"23694","Clinton",1992,1,17,7.4,26.5,"2.03"
"23695","Columbia",1992,1,28,19.9,36.1,"1.41"
"23696","Cortland",1992,1,24.5,17,32,"2.24"
"23697","Delaware",1992,1,25.2,17.1,33.3,"1.84"
"23698","Dutchess",1992,1,28.9,20.1,37.8,"1.84"
"23699","Erie",1992,1,26.9,19,34.8,"2.03"
"23700","Essex",1992,1,17.6,7.2,27.8,"2.16"
"23701","Franklin",1992,1,15.9,5,26.8,"2.57"
"23702","Fulton",1992,1,22.7,13.7,31.8,"2.57"
"23703","Genesee",1992,1,26.3,18.3,34.3,"1.7"
"23704","Greene",1992,1,26.2,18.5,34,"1.61"
"23705","Hamilton",1992,1,17.7,7.1,28.4,"2.63"
"23706","Herkimer",1992,1,19.4,9.6,29.3,"2.58"
"23707","Jefferson",1992,1,20.9,11.2,30.5,"2.35"
"23708","Kings",1992,1,35.6,28.2,43,"1.6"
"23709","Lewis",1992,1,18.2,7.8,28.6,"2.54"
"23710","Livingston",1992,1,27.4,19,35.8,"1.15"
"23711","Madison",1992,1,23.3,15.3,31.4,"1.63"
"23712","Monroe",1992,1,27.3,19.9,34.7,"1.55"
"23713","Montgomery",1992,1,25,16.3,33.8,"1.87"
"23714","Nassau",1992,1,35.1,27.2,43.1,"1.91"
"23715","New York",1992,1,35.3,27.8,42.8,"1.73"
"23716","Niagara",1992,1,27.5,20.5,34.5,"1.76"
"23717","Oneida",1992,1,22.1,13.3,31,"2.37"
"23718","Onondaga",1992,1,25,17.2,32.7,"2.27"
"23719","Ontario",1992,1,27,19.4,34.7,"1.19"
"23720","Orange",1992,1,29.7,21.4,38.1,"1.95"
"23721","Orleans",1992,1,27,19.9,34,"1.55"
"23722","Oswego",1992,1,23.3,15,31.7,"2.39"
"23723","Otsego",1992,1,24,15.9,32,"1.89"
"23724","Putnam",1992,1,29.8,20.9,38.6,"1.96"
"23725","Queens",1992,1,35.6,28,43.2,"1.72"
"23726","Rensselaer",1992,1,25,16.1,34,"1.43"
"23727","Richmond",1992,1,35.4,27.5,43.3,"1.61"
"23728","Rockland",1992,1,32.4,24,40.7,"1.96"
"23729","Saratoga",1992,1,23.5,13.8,33.2,"2.71"
"23730","Schenectady",1992,1,25.3,16.4,34.2,"2.03"
"23731","Schoharie",1992,1,24.9,16.6,33.2,"1.53"
"23732","Schuyler",1992,1,26.2,18.4,33.9,"1.46"
"23733","Seneca",1992,1,27.2,19.9,34.6,"1.36"
"23734","St. Lawrence",1992,1,17.2,6.3,28.1,"1.46"
"23735","Steuben",1992,1,26.1,17.9,34.3,"1.08"
"23736","Suffolk",1992,1,33.6,25.4,41.8,"1.96"
"23737","Sullivan",1992,1,26.6,18.2,34.9,"1.96"
"23738","Tioga",1992,1,26.9,19.1,34.8,"1.5"
"23739","Tompkins",1992,1,26,18.4,33.6,"1.67"
"23740","Ulster",1992,1,27,18.7,35.2,"1.95"
"23741","Warren",1992,1,20.3,10.1,30.5,"1.81"
"23742","Washington",1992,1,22.8,13,32.5,"1.6"
"23743","Wayne",1992,1,26.8,19.7,33.9,"1.46"
"23744","Westchester",1992,1,32.2,23.5,40.8,"1.91"
"23745","Wyoming",1992,1,25.3,17,33.6,"1.64"
"23746","Yates",1992,1,26.8,19.1,34.6,"1.15"
"23747","Albany",1992,1,23.7,15,32.4,"1.82"
"23748","Allegany",1992,1,24.3,16.1,32.4,"1.59"
"23749","Bronx",1992,1,34.3,27,41.7,"1.86"
"23750","Broome",1992,1,25.4,17.8,33,"1.7"
"23751","Cattaraugus",1992,1,24.6,16.5,32.6,"2.31"
"23752","Cayuga",1992,1,24.5,17.4,31.6,"1.97"
"23753","Chautauqua",1992,1,25.8,18.2,33.4,"2.32"
"23754","Chemung",1992,1,25.7,18.2,33.2,"1.78"
"23755","Chenango",1992,1,23.8,16,31.6,"1.47"
"23756","Clinton",1992,1,15,5.4,24.7,"1.94"
"23757","Columbia",1992,1,25.4,16.8,34,"1.87"
"23758","Cortland",1992,1,23.8,16.4,31.1,"1.83"
"23759","Delaware",1992,1,23.5,15.2,31.8,"1.78"
"23760","Dutchess",1992,1,27.1,18.4,35.7,"1.92"
"23761","Erie",1992,1,26.2,18.9,33.4,"1.85"
"23762","Essex",1992,1,15.8,5.9,25.7,"2.26"
"23763","Franklin",1992,1,13.4,2.8,24.1,"2.37"
"23764","Fulton",1992,1,20.1,11,29.3,"1.87"
"23765","Genesee",1992,1,24.9,17.6,32.1,"1.36"
"23766","Greene",1992,1,24.2,15.6,32.8,"2.14"
"23767","Hamilton",1992,1,15.9,5,26.8,"2.74"
"23768","Herkimer",1992,1,17.6,7.5,27.7,"2.41"
"23769","Jefferson",1992,1,18.6,8.7,28.5,"2.59"
"23770","Kings",1992,1,35,27.6,42.4,"1.65"
"23771","Lewis",1992,1,16.2,5.7,26.7,"3.38"
"23772","Livingston",1992,1,25.8,18.2,33.5,"1.23"
"23773","Madison",1992,1,21.9,13.9,29.9,"1.56"
"23774","Monroe",1992,1,25.8,18.8,32.8,"1.4"
"23775","Montgomery",1992,1,22.4,13.7,31.1,"1.34"
"23776","Nassau",1992,1,34.3,26.3,42.3,"1.74"
"23777","New York",1992,1,34.5,27.2,41.9,"1.78"
"23778","Niagara",1992,1,26.6,20.1,33.2,"1.86"
"23779","Oneida",1992,1,20,11.2,28.9,"2.53"
"23780","Onondaga",1992,1,23.4,15.6,31.1,"2.24"
"23781","Ontario",1992,1,25.5,18.2,32.7,"1.14"
"23782","Orange",1992,1,27.9,19.6,36.3,"2.16"
"23783","Orleans",1992,1,25.4,18.4,32.5,"1.72"
"23784","Oswego",1992,1,21.4,12.9,29.9,"3.34"
"23785","Otsego",1992,1,22.3,14.2,30.4,"1.53"
"23786","Putnam",1992,1,28.2,19.7,36.8,"2.1"
"23787","Queens",1992,1,35,27.5,42.4,"1.65"
"23788","Rensselaer",1992,1,23.6,14.8,32.4,"1.59"
"23789","Richmond",1992,1,34.4,26.6,42.3,"1.72"
"23790","Rockland",1992,1,30.6,22.4,38.9,"2.16"
"23791","Saratoga",1992,1,21.6,12.2,30.9,"2.79"
"23792","Schenectady",1992,1,22.9,14.1,31.6,"1.79"
"23793","Schoharie",1992,1,22.5,14.2,30.9,"1.53"
"23794","Schuyler",1992,1,25.1,17.8,32.3,"1.37"
"23795","Seneca",1992,1,26,19,33,"1.47"
"23796","St. Lawrence",1992,1,15.4,5,25.7,"1.5"
"23797","Steuben",1992,1,24.8,17.1,32.4,"1.44"
"23798","Suffolk",1992,1,32.2,23.7,40.7,"2.37"
"23799","Sullivan",1992,1,25.2,16.8,33.6,"2.26"
"23800","Tioga",1992,1,25.9,18.7,33.1,"1.74"
"23801","Tompkins",1992,1,25.3,18.3,32.3,"1.77"
"23802","Ulster",1992,1,25.5,17.2,33.8,"2.52"
"23803","Warren",1992,1,18.5,8.4,28.7,"2.32"
"23804","Washington",1992,1,21.2,11.5,30.8,"1.78"
"23805","Wayne",1992,1,25.2,18,32.4,"1.84"
"23806","Westchester",1992,1,30.8,22.4,39.2,"1.94"
"23807","Wyoming",1992,1,24.2,16.7,31.8,"1.58"
"23808","Yates",1992,1,25.4,18.2,32.7,"1.17"
"23809","Albany",1991,1,29.4,20.9,37.9,"2.54"
"23810","Allegany",1991,1,29.1,20.6,37.6,"3.24"
"23811","Bronx",1991,1,38.6,31.4,45.8,"3.65"
"23812","Broome",1991,1,30.1,22.3,37.9,"2.88"
"23813","Cattaraugus",1991,1,29.3,20.6,38,"4.31"
"23814","Cayuga",1991,1,29.9,22.5,37.3,"3.17"
"23815","Chautauqua",1991,1,30,21.7,38.3,"4.03"
"23816","Chemung",1991,1,30.2,21.8,38.6,"2.35"
"23817","Chenango",1991,1,28.3,20,36.6,"3.09"
"23818","Clinton",1991,1,20.6,11,30.3,"2.21"
"23819","Columbia",1991,1,30.5,22,39.1,"2.48"
"23820","Cortland",1991,1,28.5,20.5,36.6,"2.92"
"23821","Delaware",1991,1,28.4,20,36.8,"3.05"
"23822","Dutchess",1991,1,31.6,22.9,40.3,"3"
"23823","Erie",1991,1,30.8,22.9,38.7,"3.62"
"23824","Essex",1991,1,20.6,10.5,30.7,"2.86"
"23825","Franklin",1991,1,20,10.2,29.7,"2.66"
"23826","Fulton",1991,1,26.2,17.2,35.2,"3.92"
"23827","Genesee",1991,1,30.3,22.3,38.4,"2.91"
"23828","Greene",1991,1,29.8,21.4,38,"2.62"
"23829","Hamilton",1991,1,21.4,11.3,31.6,"3.85"
"23830","Herkimer",1991,1,23.5,13.9,33.1,"3.76"
"23831","Jefferson",1991,1,24.4,15.4,33.5,"2.61"
"23832","Kings",1991,1,39,31.6,46.4,"3.71"
"23833","Lewis",1991,1,22.1,12.5,31.8,"4.03"
"23834","Livingston",1991,1,31,22.5,39.5,"2.83"
"23835","Madison",1991,1,27,18.5,35.6,"3.16"
"23836","Monroe",1991,1,30.9,23,38.9,"2.86"
"23837","Montgomery",1991,1,28.7,20.1,37.4,"3.1"
"23838","Nassau",1991,1,38.9,31,46.8,"3.95"
"23839","New York",1991,1,38.6,31.3,46,"3.73"
"23840","Niagara",1991,1,31,23.7,38.3,"2.84"
"23841","Oneida",1991,1,25.8,16.7,34.9,"3.93"
"23842","Onondaga",1991,1,29,21,37,"3.07"
"23843","Ontario",1991,1,31.2,23,39.6,"2.36"
"23844","Orange",1991,1,32.8,24.8,40.8,"3.17"
"23845","Orleans",1991,1,30.9,23.2,38.6,"2.91"
"23846","Oswego",1991,1,27.5,19.3,35.7,"3.74"
"23847","Otsego",1991,1,27.5,19.1,35.9,"3.39"
"23848","Putnam",1991,1,32.8,24.5,41,"3.45"
"23849","Queens",1991,1,39.1,31.6,46.6,"3.82"
"23850","Rensselaer",1991,1,28.3,19.4,37.1,"2.77"
"23851","Richmond",1991,1,38.6,30.7,46.4,"3.87"
"23852","Rockland",1991,1,35,27,43,"3.57"
"23853","Saratoga",1991,1,26.3,17.1,35.5,"2.84"
"23854","Schenectady",1991,1,28.1,19.5,36.8,"3.38"
"23855","Schoharie",1991,1,28.6,19.9,37.3,"2.78"
"23856","Schuyler",1991,1,29.8,21.4,38.1,"2.76"
"23857","Seneca",1991,1,31.4,23.7,39.1,"2.51"
"23858","St. Lawrence",1991,1,21.8,12.4,31.2,"2.92"
"23859","Steuben",1991,1,29.2,20.3,38.1,"2.77"
"23860","Suffolk",1991,1,37.8,29.3,46.3,"4.1"
"23861","Sullivan",1991,1,30,21.8,38.2,"3.25"
"23862","Tioga",1991,1,30.4,22.7,38.2,"2.7"
"23863","Tompkins",1991,1,29.9,22.1,37.7,"2.61"
"23864","Ulster",1991,1,30.7,22.6,38.8,"3.23"
"23865","Warren",1991,1,23.2,13.3,33.1,"3.03"
"23866","Washington",1991,1,25.6,15.9,35.4,"2.91"
"23867","Wayne",1991,1,31.3,23.5,39.1,"3.24"
"23868","Westchester",1991,1,35.2,27.2,43.2,"3.54"
"23869","Wyoming",1991,1,29.3,21.1,37.5,"3.43"
"23870","Yates",1991,1,31,22.7,39.4,"2.24"
"23871","Albany",1991,1,39.1,31.4,46.7,"4.11"
"23872","Allegany",1991,1,36,27.6,44.3,"2.43"
"23873","Bronx",1991,1,46.7,39.4,53.9,"2.41"
"23874","Broome",1991,1,38.4,30.5,46.3,"4.06"
"23875","Cattaraugus",1991,1,35.6,27,44.2,"2.35"
"23876","Cayuga",1991,1,38,30.8,45.3,"2.8"
"23877","Chautauqua",1991,1,36.8,28.6,44.8,"2.63"
"23878","Chemung",1991,1,37.7,30,45.3,"3.64"
"23879","Chenango",1991,1,37.1,29,45.3,"3.59"
"23880","Clinton",1991,1,34.2,26.6,41.7,"1.49"
"23881","Columbia",1991,1,40,32.2,47.8,"3.88"
"23882","Cortland",1991,1,36.5,29,44.1,"3.28"
"23883","Delaware",1991,1,37.4,29.2,45.6,"4.19"
"23884","Dutchess",1991,1,40.8,32.3,49.2,"3.64"
"23885","Erie",1991,1,37.6,29.7,45.5,"3.07"
"23886","Essex",1991,1,32.7,24.6,40.8,"2.47"
"23887","Franklin",1991,1,32.7,24.4,40.9,"2.36"
"23888","Fulton",1991,1,36.5,28.6,44.3,"3.99"
"23889","Genesee",1991,1,37.4,30.1,44.6,"2.17"
"23890","Greene",1991,1,38.6,30.8,46.3,"3.99"
"23891","Hamilton",1991,1,32.5,24.1,40.9,"3.24"
"23892","Herkimer",1991,1,34.2,26.1,42.3,"3.94"
"23893","Jefferson",1991,1,36.1,28.4,43.8,"3.17"
"23894","Kings",1991,1,47.3,39.9,54.6,"2.02"
"23895","Lewis",1991,1,33.6,25.3,41.8,"3.53"
"23896","Livingston",1991,1,37.8,30.2,45.5,"2.43"
"23897","Madison",1991,1,36.6,28.6,44.5,"3.1"
"23898","Monroe",1991,1,38.4,31.4,45.4,"2.37"
"23899","Montgomery",1991,1,38.6,30.6,46.6,"3.56"
"23900","Nassau",1991,1,46.6,39.2,54,"2.19"
"23901","New York",1991,1,46.8,39.4,54.2,"2.21"
"23902","Niagara",1991,1,38.7,31.9,45.5,"2.73"
"23903","Oneida",1991,1,36.3,28.1,44.6,"3.41"
"23904","Onondaga",1991,1,38,30.4,45.7,"2.63"
"23905","Ontario",1991,1,38.3,31.1,45.6,"2.67"
"23906","Orange",1991,1,41.1,33.1,49.1,"3.4"
"23907","Orleans",1991,1,37.8,31,44.7,"2.56"
"23908","Oswego",1991,1,37.4,29.8,45,"3.18"
"23909","Otsego",1991,1,36.9,28.9,44.8,"3.72"
"23910","Putnam",1991,1,41.3,33.2,49.5,"3.7"
"23911","Queens",1991,1,47.1,39.7,54.5,"2.11"
"23912","Rensselaer",1991,1,38.4,30.7,46.2,"3.85"
"23913","Richmond",1991,1,46.8,38.9,54.7,"2.16"
"23914","Rockland",1991,1,43.4,35.3,51.5,"3.12"
"23915","Saratoga",1991,1,37.7,29.5,45.9,"2.68"
"23916","Schenectady",1991,1,38.6,30.8,46.3,"3.72"
"23917","Schoharie",1991,1,37.4,29.6,45.3,"3.74"
"23918","Schuyler",1991,1,37.2,29.8,44.5,"3.42"
"23919","Seneca",1991,1,38.8,31.4,46.1,"2.88"
"23920","St. Lawrence",1991,1,34.7,26.6,42.8,"2.53"
"23921","Steuben",1991,1,36.6,28.8,44.3,"2.71"
"23922","Suffolk",1991,1,45.7,38.3,53.1,"2.35"
"23923","Sullivan",1991,1,39.1,30.6,47.5,"4.26"
"23924","Tioga",1991,1,38.1,30.6,45.6,"3.95"
"23925","Tompkins",1991,1,37.4,30.1,44.8,"3.28"
"23926","Ulster",1991,1,39.6,31.7,47.5,"4.35"
"23927","Warren",1991,1,35.2,26.9,43.5,"3.02"
"23928","Washington",1991,1,37.6,29.3,46,"3.12"
"23929","Wayne",1991,1,39,32,46,"2.37"
"23930","Westchester",1991,1,43.4,35.4,51.4,"3.15"
"23931","Wyoming",1991,1,35.9,28.2,43.5,"2.49"
"23932","Yates",1991,1,38,30.8,45.2,"2.56"
"23933","Albany",1991,1,51.6,40.7,62.4,"3.49"
"23934","Allegany",1991,1,49.4,37,61.9,"2.16"
"23935","Bronx",1991,1,57.3,48.2,66.4,"2.01"
"23936","Broome",1991,1,51,39.3,62.6,"1.87"
"23937","Cattaraugus",1991,1,49.6,37.4,61.9,"2.5"
"23938","Cayuga",1991,1,51.7,41,62.5,"2.58"
"23939","Chautauqua",1991,1,51.6,41,62.2,"2.5"
"23940","Chemung",1991,1,50.4,38.3,62.4,"1.76"
"23941","Chenango",1991,1,50.2,38.6,61.9,"2.09"
"23942","Clinton",1991,1,47.8,37.9,57.6,"2.95"
"23943","Columbia",1991,1,52,40.9,63.2,"4.34"
"23944","Cortland",1991,1,49.7,38.6,60.8,"2.25"
"23945","Delaware",1991,1,49.3,37.6,61,"3.01"
"23946","Dutchess",1991,1,52.7,41.2,64.2,"3.89"
"23947","Erie",1991,1,51.9,41.4,62.5,"2.27"
"23948","Essex",1991,1,46,35.2,56.9,"3.74"
"23949","Franklin",1991,1,47.1,36.8,57.4,"3.05"
"23950","Fulton",1991,1,49.2,37,61.4,"3.21"
"23951","Genesee",1991,1,51.8,41.5,62.2,"2.19"
"23952","Greene",1991,1,50,38.9,61.2,"4.49"
"23953","Hamilton",1991,1,45.7,33.8,57.6,"3.34"
"23954","Herkimer",1991,1,48,36.6,59.3,"3.23"
"23955","Jefferson",1991,1,50.2,40,60.4,"3.47"
"23956","Kings",1991,1,57.7,48.8,66.6,"1.87"
"23957","Lewis",1991,1,47.5,36.5,58.4,"3.86"
"23958","Livingston",1991,1,51.8,40.6,63.1,"1.9"
"23959","Madison",1991,1,50.3,39.2,61.5,"2.38"
"23960","Monroe",1991,1,52.2,42.4,61.9,"2.02"
"23961","Montgomery",1991,1,51.2,39.1,63.3,"3"
"23962","Nassau",1991,1,56.8,47.7,66,"2.05"
"23963","New York",1991,1,57.4,48.3,66.5,"2.01"
"23964","Niagara",1991,1,52.9,43.7,62,"2.1"
"23965","Oneida",1991,1,50.1,38.8,61.4,"2.93"
"23966","Onondaga",1991,1,51.6,40.6,62.5,"2.69"
"23967","Ontario",1991,1,51.9,41.2,62.5,"2.05"
"23968","Orange",1991,1,52.1,40.5,63.6,"3.1"
"23969","Orleans",1991,1,52.5,43.2,61.9,"2.09"
"23970","Oswego",1991,1,51,40.6,61.3,"3.78"
"23971","Otsego",1991,1,49.8,38.5,61.1,"2.81"
"23972","Putnam",1991,1,52.7,41.8,63.5,"3.49"
"23973","Queens",1991,1,57.6,48.6,66.6,"1.74"
"23974","Rensselaer",1991,1,51.1,40,62.1,"4.36"
"23975","Richmond",1991,1,57.1,47.6,66.6,"1.91"
"23976","Rockland",1991,1,53.7,42.7,64.7,"2.76"
"23977","Saratoga",1991,1,50.4,38.6,62.2,"3.36"
"23978","Schenectady",1991,1,51.5,40.4,62.6,"3.45"
"23979","Schoharie",1991,1,49.6,38.4,60.8,"3.38"
"23980","Schuyler",1991,1,50.7,39.3,62,"3.01"
"23981","Seneca",1991,1,52.5,41.5,63.4,"2.06"
"23982","St. Lawrence",1991,1,48.8,38.2,59.5,"2.27"
"23983","Steuben",1991,1,49.8,37.5,62.1,"1.83"
"23984","Suffolk",1991,1,55.4,46.3,64.6,"2.55"
"23985","Sullivan",1991,1,49.9,37.5,62.3,"3.48"
"23986","Tioga",1991,1,50.5,38.7,62.2,"1.73"
"23987","Tompkins",1991,1,50.6,39.5,61.7,"2.13"
"23988","Ulster",1991,1,50.8,39.5,62.1,"3.98"
"23989","Warren",1991,1,48,36.3,59.8,"3.69"
"23990","Washington",1991,1,50.3,38.5,62.1,"3.95"
"23991","Wayne",1991,1,52.2,42.2,62.3,"2.71"
"23992","Westchester",1991,1,54,43.5,64.5,"2.64"
"23993","Wyoming",1991,1,50.4,39.6,61.2,"2.26"
"23994","Yates",1991,1,51.6,40.7,62.6,"1.91"
"23995","Albany",1991,1,59,47.5,70.5,"3.81"
"23996","Allegany",1991,1,57.2,43.8,70.6,"2.67"
"23997","Bronx",1991,1,66.3,57.2,75.3,"4.4"
"23998","Broome",1991,1,58.5,46.4,70.6,"3.11"
"23999","Cattaraugus",1991,1,57.7,44.7,70.8,"2.83"
"24000","Cayuga",1991,1,59.4,48.4,70.4,"3.52"
"24001","Chautauqua",1991,1,59.7,48.2,71.3,"2.84"
"24002","Chemung",1991,1,58.5,45.5,71.5,"2.56"
"24003","Chenango",1991,1,56.9,44.8,68.9,"4.22"
"24004","Clinton",1991,1,54.3,44.2,64.4,"3.83"
"24005","Columbia",1991,1,60.1,48.5,71.7,"5.06"
"24006","Cortland",1991,1,56.7,45,68.3,"4.28"
"24007","Delaware",1991,1,56.1,43.6,68.7,"4.35"
"24008","Dutchess",1991,1,61.1,49.7,72.4,"5.16"
"24009","Erie",1991,1,60.1,48.2,71.9,"2.83"
"24010","Essex",1991,1,52.7,41.5,63.8,"5.45"
"24011","Franklin",1991,1,53.1,41.9,64.3,"4.15"
"24012","Fulton",1991,1,56.4,44.1,68.7,"4.67"
"24013","Genesee",1991,1,60.1,48.6,71.6,"2.51"
"24014","Greene",1991,1,57.9,46.1,69.7,"3.89"
"24015","Hamilton",1991,1,52.4,40.4,64.4,"5.13"
"24016","Herkimer",1991,1,54.4,42.6,66.2,"5.38"
"24017","Jefferson",1991,1,57.2,45.4,68.9,"3.43"
"24018","Kings",1991,1,67,58,75.9,"3.94"
"24019","Lewis",1991,1,54,42.3,65.7,"4.77"
"24020","Livingston",1991,1,59.7,47.5,71.8,"2.27"
"24021","Madison",1991,1,56.9,45.4,68.3,"4.71"
"24022","Monroe",1991,1,60.6,49.6,71.7,"2.45"
"24023","Montgomery",1991,1,58.5,45.9,71.1,"3.74"
"24024","Nassau",1991,1,65.5,56.6,74.5,"3.99"
"24025","New York",1991,1,66.6,57.3,75.8,"4.29"
"24026","Niagara",1991,1,61.5,50.6,72.3,"2.31"
"24027","Oneida",1991,1,56.7,44.9,68.4,"4.96"
"24028","Onondaga",1991,1,58.8,47.3,70.2,"4.26"
"24029","Ontario",1991,1,59.9,48.5,71.2,"2.23"
"24030","Orange",1991,1,61.2,49.4,73,"4.6"
"24031","Orleans",1991,1,61.1,50.6,71.6,"2.32"
"24032","Oswego",1991,1,58.4,47,69.8,"4.61"
"24033","Otsego",1991,1,56.2,44,68.4,"4.35"
"24034","Putnam",1991,1,61.4,50.4,72.3,"5.34"
"24035","Queens",1991,1,66.6,57.6,75.6,"3.72"
"24036","Rensselaer",1991,1,57.9,46.3,69.5,"4.65"
"24037","Richmond",1991,1,66.4,56.6,76.1,"3.85"
"24038","Rockland",1991,1,63,52,74,"5.02"
"24039","Saratoga",1991,1,57.4,45.3,69.6,"3.53"
"24040","Schenectady",1991,1,58.5,46.6,70.4,"3.9"
"24041","Schoharie",1991,1,56.9,44.7,69,"3.55"
"24042","Schuyler",1991,1,58.4,46.2,70.6,"3.48"
"24043","Seneca",1991,1,60.6,49.3,71.8,"2.21"
"24044","St. Lawrence",1991,1,55.2,43.7,66.8,"2.65"
"24045","Steuben",1991,1,58,45,71.1,"2.21"
"24046","Suffolk",1991,1,63.9,55,72.8,"4.58"
"24047","Sullivan",1991,1,58.1,45.6,70.6,"4.03"
"24048","Tioga",1991,1,58.2,45.8,70.7,"2.71"
"24049","Tompkins",1991,1,58.1,46.1,70,"3.38"
"24050","Ulster",1991,1,58.9,47.5,70.2,"4.69"
"24051","Warren",1991,1,54.7,42.7,66.7,"4.61"
"24052","Washington",1991,1,56.9,44.8,69,"4.37"
"24053","Wayne",1991,1,60.3,49.5,71,"2.99"
"24054","Westchester",1991,1,62.7,52.3,73.1,"4.99"
"24055","Wyoming",1991,1,58.1,46,70.2,"2.66"
"24056","Yates",1991,1,59.6,48,71.2,"2.21"
"24057","Albany",1991,1,69.9,59.4,80.3,"4.07"
"24058","Allegany",1991,1,66.5,54.3,78.7,"3.45"
"24059","Bronx",1991,1,76,67.2,84.7,"5.94"
"24060","Broome",1991,1,69,57.9,80,"3.86"
"24061","Cattaraugus",1991,1,66.6,54.1,79,"3.29"
"24062","Cayuga",1991,1,70,59.7,80.4,"4.05"
"24063","Chautauqua",1991,1,68.1,56.8,79.4,"2.46"
"24064","Chemung",1991,1,69.3,57.5,81,"2.71"
"24065","Chenango",1991,1,67.5,56.3,78.7,"4.43"
"24066","Clinton",1991,1,67.7,57.8,77.6,"3.9"
"24067","Columbia",1991,1,70.4,59.2,81.5,"5.67"
"24068","Cortland",1991,1,67.4,57,77.9,"3.92"
"24069","Delaware",1991,1,66.5,55.4,77.7,"4.39"
"24070","Dutchess",1991,1,70.9,60.1,81.7,"5.71"
"24071","Erie",1991,1,69,58,79.9,"2.82"
"24072","Essex",1991,1,65.3,54.8,75.8,"4.1"
"24073","Franklin",1991,1,65.4,55,75.8,"4.92"
"24074","Fulton",1991,1,67.8,57.3,78.3,"4.18"
"24075","Genesee",1991,1,69.4,58.8,80,"2.54"
"24076","Greene",1991,1,68.1,57.4,78.8,"4.29"
"24077","Hamilton",1991,1,64.3,53.3,75.3,"4.17"
"24078","Herkimer",1991,1,65.7,55.1,76.3,"4.75"
"24079","Jefferson",1991,1,68.3,58.5,78,"3.66"
"24080","Kings",1991,1,76.5,67.8,85.3,"6.33"
"24081","Lewis",1991,1,65.4,55.4,75.4,"4.73"
"24082","Livingston",1991,1,69.2,57.9,80.4,"2.96"
"24083","Madison",1991,1,67.8,57.5,78.1,"4.65"
"24084","Monroe",1991,1,70.4,60.4,80.4,"2.15"
"24085","Montgomery",1991,1,69.8,59.3,80.2,"3.95"
"24086","Nassau",1991,1,74.7,66,83.4,"7.24"
"24087","New York",1991,1,76.4,67.4,85.4,"6.12"
"24088","Niagara",1991,1,70.9,61,80.9,"2.34"
"24089","Oneida",1991,1,68,57.4,78.6,"5.21"
"24090","Onondaga",1991,1,69.8,59.4,80.2,"4.21"
"24091","Ontario",1991,1,69.7,59.1,80.4,"2.92"
"24092","Orange",1991,1,71.6,60.8,82.4,"4.96"
"24093","Orleans",1991,1,70.6,60.8,80.4,"2.57"
"24094","Oswego",1991,1,69.5,59.7,79.3,"4.15"
"24095","Otsego",1991,1,66.7,56.2,77.2,"4.39"
"24096","Putnam",1991,1,71.3,61.3,81.4,"6.16"
"24097","Queens",1991,1,76.1,67.3,84.9,"6.71"
