"","county","year","month","temp_avg","temp_min","temp_max","precip"
"24098","Rensselaer",1991,1,69,58.4,79.6,"5.56"
"24099","Richmond",1991,1,76,66.6,85.4,"6.08"
"24100","Rockland",1991,1,73.1,62.8,83.3,"5.74"
"24101","Saratoga",1991,1,69.5,58.6,80.4,"3.95"
"24102","Schenectady",1991,1,69.8,59.4,80.3,"3.83"
"24103","Schoharie",1991,1,67.3,57.2,77.3,"3.98"
"24104","Schuyler",1991,1,68.9,58,79.8,"4.23"
"24105","Seneca",1991,1,70.8,60.2,81.5,"3.23"
"24106","St. Lawrence",1991,1,67.5,56.9,78.1,"3.35"
"24107","Steuben",1991,1,67.6,55.8,79.5,"3.18"
"24108","Suffolk",1991,1,73.4,64.9,81.8,"8.31"
"24109","Sullivan",1991,1,68.3,56.8,79.8,"4.14"
"24110","Tioga",1991,1,69.3,58,80.6,"3.34"
"24111","Tompkins",1991,1,69.1,58.3,79.9,"3.31"
"24112","Ulster",1991,1,69.6,59.1,80.1,"5.25"
"24113","Warren",1991,1,67,56,78,"3.65"
"24114","Washington",1991,1,68.8,57.6,80,"4.16"
"24115","Wayne",1991,1,70.8,60.9,80.6,"3.19"
"24116","Westchester",1991,1,72.7,62.9,82.6,"6.78"
"24117","Wyoming",1991,1,67.2,56.4,77.9,"2.91"
"24118","Yates",1991,1,69.4,58.6,80.2,"3.21"
"24119","Albany",1991,1,70.1,58.2,82,"2.31"
"24120","Allegany",1991,1,67.8,54.8,80.9,"3.98"
"24121","Bronx",1991,1,76.6,67.4,85.7,"4.07"
"24122","Broome",1991,1,69.4,57.3,81.4,"2.64"
"24123","Cattaraugus",1991,1,67.4,54.3,80.4,"4.84"
"24124","Cayuga",1991,1,70.9,60,81.8,"3.24"
"24125","Chautauqua",1991,1,68.7,57.3,80.1,"4.89"
"24126","Chemung",1991,1,69.4,56.9,81.8,"2.12"
"24127","Chenango",1991,1,67.6,55.4,79.9,"3.28"
"24128","Clinton",1991,1,68,56.7,79.1,"2.06"
"24129","Columbia",1991,1,71.1,58.7,83.4,"2.2"
"24130","Cortland",1991,1,68.4,57,79.8,"3.43"
"24131","Delaware",1991,1,66.2,54,78.5,"3.21"
"24132","Dutchess",1991,1,72.4,60.2,84.6,"2.95"
"24133","Erie",1991,1,69.9,58.6,81.3,"3.75"
"24134","Essex",1991,1,65.2,53.2,77.3,"2.82"
"24135","Franklin",1991,1,65.8,53.8,77.9,"2.92"
"24136","Fulton",1991,1,67.2,55.4,78.9,"3.59"
"24137","Genesee",1991,1,70.3,59.4,81.2,"2.76"
"24138","Greene",1991,1,68.4,56.5,80.2,"2.84"
"24139","Hamilton",1991,1,63.5,51.6,75.4,"3.34"
"24140","Herkimer",1991,1,65.2,53.4,76.9,"3.5"
"24141","Jefferson",1991,1,69.3,58.4,80.1,"3.07"
"24142","Kings",1991,1,76.8,68.2,85.5,"4.32"
"24143","Lewis",1991,1,65.4,54.2,76.5,"3.41"
"24144","Livingston",1991,1,70.4,58.7,82.1,"3.39"
"24145","Madison",1991,1,67.8,56.2,79.5,"3.1"
"24146","Monroe",1991,1,71.6,61.2,81.9,"2.23"
"24147","Montgomery",1991,1,69.7,57.8,81.6,"3.25"
"24148","Nassau",1991,1,75.1,66.2,84,"3.42"
"24149","New York",1991,1,76.9,67.8,86,"4.28"
"24150","Niagara",1991,1,71.7,61.4,82,"2.49"
"24151","Oneida",1991,1,67.8,56,79.5,"3"
"24152","Onondaga",1991,1,70.4,59.1,81.8,"2.81"
"24153","Ontario",1991,1,71,60.1,82,"2.45"
"24154","Orange",1991,1,72,60.5,83.5,"2.7"
"24155","Orleans",1991,1,71.3,61.2,81.4,"2.63"
"24156","Oswego",1991,1,69.7,58.9,80.5,"2.08"
"24157","Otsego",1991,1,66.5,54.7,78.4,"3.45"
"24158","Putnam",1991,1,72.6,61.3,83.9,"3.54"
"24159","Queens",1991,1,76.4,67.6,85.3,"3.62"
"24160","Rensselaer",1991,1,69.3,57.4,81.2,"2.2"
"24161","Richmond",1991,1,76.3,67.2,85.4,"5.54"
"24162","Rockland",1991,1,73.7,62.9,84.5,"3.53"
"24163","Saratoga",1991,1,69.1,57.1,81.2,"3.01"
"24164","Schenectady",1991,1,70,58.2,81.8,"2.54"
"24165","Schoharie",1991,1,67.4,55.7,79.1,"2.56"
"24166","Schuyler",1991,1,69.2,57.4,81,"3.03"
"24167","Seneca",1991,1,71.9,60.8,83,"3.31"
"24168","St. Lawrence",1991,1,68.1,56.5,79.6,"3.02"
"24169","Steuben",1991,1,68.5,55.8,81.2,"3.18"
"24170","Suffolk",1991,1,73.5,64.2,82.8,"2.27"
"24171","Sullivan",1991,1,68.6,56.5,80.7,"2.3"
"24172","Tioga",1991,1,69.7,57.6,81.8,"2.26"
"24173","Tompkins",1991,1,69.6,58.1,81.1,"3.39"
"24174","Ulster",1991,1,70,58.4,81.7,"2.61"
"24175","Warren",1991,1,66.4,54.4,78.5,"2.48"
"24176","Washington",1991,1,68.8,56.2,81.4,"2.95"
"24177","Wayne",1991,1,71.6,61.4,81.9,"2.01"
"24178","Westchester",1991,1,73.9,63.4,84.4,"3.64"
"24179","Wyoming",1991,1,68.4,56.8,80.1,"3.24"
"24180","Yates",1991,1,70.6,59.3,82,"2.94"
"24181","Albany",1991,1,67.5,54.4,80.6,"1.61"
"24182","Allegany",1991,1,65.3,51,79.6,"0.6"
"24183","Bronx",1991,1,72.7,62.5,82.9,"2.68"
"24184","Broome",1991,1,66.6,53.9,79.2,"1.62"
"24185","Cattaraugus",1991,1,65.1,50.6,79.7,"0.75"
"24186","Cayuga",1991,1,67.2,55.8,78.6,"1.51"
"24187","Chautauqua",1991,1,66.5,54,79,"0.95"
"24188","Chemung",1991,1,66.8,52.8,80.8,"0.96"
"24189","Chenango",1991,1,65,52.3,77.6,"1.91"
"24190","Clinton",1991,1,64.3,53.1,75.4,"1.31"
"24191","Columbia",1991,1,68.1,55,81.2,"1.87"
"24192","Cortland",1991,1,65.2,53.6,76.9,"1.79"
"24193","Delaware",1991,1,63.6,50.3,76.8,"2.01"
"24194","Dutchess",1991,1,68.8,56,81.5,"2"
"24195","Erie",1991,1,67.5,55.3,79.6,"0.86"
"24196","Essex",1991,1,61.4,48.7,74,"1.47"
"24197","Franklin",1991,1,62.3,49.9,74.7,"1.22"
"24198","Fulton",1991,1,64.8,51.8,77.8,"2.3"
"24199","Genesee",1991,1,67.3,56,78.6,"0.84"
"24200","Greene",1991,1,65.7,52.8,78.5,"1.55"
"24201","Hamilton",1991,1,60.7,47.8,73.5,"2.16"
"24202","Herkimer",1991,1,62.6,49.9,75.3,"2.55"
"24203","Jefferson",1991,1,65,53.4,76.6,"1.7"
"24204","Kings",1991,1,72.9,62.8,83,"2.73"
"24205","Lewis",1991,1,62.2,50.3,74.1,"2"
"24206","Livingston",1991,1,67.4,55,79.7,"0.6"
"24207","Madison",1991,1,64.8,53.2,76.5,"2.16"
"24208","Monroe",1991,1,68.1,57.3,78.9,"0.71"
"24209","Montgomery",1991,1,67.1,54.2,80,"1.89"
"24210","Nassau",1991,1,71.5,61.2,81.8,"2.73"
"24211","New York",1991,1,73.1,62.7,83.4,"2.77"
"24212","Niagara",1991,1,68.6,57.7,79.5,"0.98"
"24213","Oneida",1991,1,65.2,52.7,77.6,"2.27"
"24214","Onondaga",1991,1,66.9,55.2,78.5,"2.07"
"24215","Ontario",1991,1,67.5,56.1,78.8,"0.77"
"24216","Orange",1991,1,68.7,56.4,81,"2.46"
"24217","Orleans",1991,1,67.9,57.4,78.4,"0.81"
"24218","Oswego",1991,1,66.4,55,77.8,"2.05"
"24219","Otsego",1991,1,64,51.4,76.7,"2.04"
"24220","Putnam",1991,1,69.1,57.2,80.9,"2.29"
"24221","Queens",1991,1,72.6,62.5,82.7,"2.65"
"24222","Rensselaer",1991,1,66.6,53.4,79.9,"2.15"
"24223","Richmond",1991,1,72.6,61.7,83.4,"2.9"
"24224","Rockland",1991,1,70.1,58.3,82,"2.71"
"24225","Saratoga",1991,1,66.2,52.9,79.5,"1.29"
"24226","Schenectady",1991,1,67.2,54.2,80.2,"2.22"
"24227","Schoharie",1991,1,65,52.4,77.6,"1.88"
"24228","Schuyler",1991,1,66.4,53.3,79.4,"1.81"
"24229","Seneca",1991,1,68,56.5,79.6,"1.01"
"24230","St. Lawrence",1991,1,64.3,52.1,76.4,"1.13"
"24231","Steuben",1991,1,66,52.2,79.8,"0.56"
"24232","Suffolk",1991,1,69.2,59.1,79.4,"1.78"
"24233","Sullivan",1991,1,65.4,52.6,78.2,"1.89"
"24234","Tioga",1991,1,66.8,53.4,80.3,"1.42"
"24235","Tompkins",1991,1,66.6,53.9,79.2,"1.31"
"24236","Ulster",1991,1,66.8,54.8,78.8,"1.72"
"24237","Warren",1991,1,63.5,50.3,76.6,"1.84"
"24238","Washington",1991,1,65.7,52,79.4,"2.21"
"24239","Wayne",1991,1,67.8,57,78.6,"1.19"
"24240","Westchester",1991,1,70.2,58.8,81.7,"2.43"
"24241","Wyoming",1991,1,66,54.3,77.7,"0.67"
"24242","Yates",1991,1,67.2,55.5,78.8,"0.95"
"24243","Albany",1991,1,61.6,48.7,74.5,"3.47"
"24244","Allegany",1991,1,61.3,47.6,75,"2.16"
"24245","Bronx",1991,1,67,56.5,77.4,"3.34"
"24246","Broome",1991,1,61.6,48.8,74.3,"2.6"
"24247","Cattaraugus",1991,1,61.3,47.8,74.8,"1.91"
"24248","Cayuga",1991,1,61.8,50.7,73,"3.14"
"24249","Chautauqua",1991,1,62.1,50.2,73.9,"1.92"
"24250","Chemung",1991,1,61.8,48.2,75.4,"1.35"
"24251","Chenango",1991,1,60.1,47.4,72.8,"3.09"
"24252","Clinton",1991,1,56.6,45.1,68.2,"2.99"
"24253","Columbia",1991,1,62.5,49.4,75.5,"4.95"
"24254","Cortland",1991,1,60,48,72,"2.87"
"24255","Delaware",1991,1,58.9,45.7,72.1,"3.37"
"24256","Dutchess",1991,1,63.6,50.4,76.8,"4.23"
"24257","Erie",1991,1,62,50.6,73.5,"2.64"
"24258","Essex",1991,1,55.5,42.6,68.5,"3.57"
"24259","Franklin",1991,1,56,43.7,68.3,"3.5"
"24260","Fulton",1991,1,58.9,46.3,71.6,"3.52"
"24261","Genesee",1991,1,61.8,51.2,72.4,"2.72"
"24262","Greene",1991,1,60.1,47,73.2,"3.29"
"24263","Hamilton",1991,1,55.1,42.1,68,"4.16"
"24264","Herkimer",1991,1,57.4,45.2,69.7,"4.11"
"24265","Jefferson",1991,1,58.8,47.5,70,"3.55"
"24266","Kings",1991,1,67.1,57,77.2,"3.62"
"24267","Lewis",1991,1,56.5,44.6,68.4,"4.59"
"24268","Livingston",1991,1,62.5,50.6,74.5,"2.52"
"24269","Madison",1991,1,60,48.2,71.9,"3.42"
"24270","Monroe",1991,1,62,51.4,72.6,"2.6"
"24271","Montgomery",1991,1,61.4,48.7,74,"3.13"
"24272","Nassau",1991,1,65.3,54.9,75.7,"3.69"
"24273","New York",1991,1,67.3,56.8,77.8,"3.47"
"24274","Niagara",1991,1,62.3,52.1,72.6,"2.83"
"24275","Oneida",1991,1,59.9,47.8,72,"3.84"
"24276","Onondaga",1991,1,61.4,49.8,73,"3.78"
"24277","Ontario",1991,1,62.1,50.7,73.4,"2.91"
"24278","Orange",1991,1,63.5,51,76,"2.96"
"24279","Orleans",1991,1,61.5,52.2,70.9,"2.82"
"24280","Oswego",1991,1,60.2,49,71.3,"4.44"
"24281","Otsego",1991,1,59.1,46.6,71.6,"3.41"
"24282","Putnam",1991,1,63.8,51.5,76.2,"4.04"
"24283","Queens",1991,1,66.6,56.4,76.9,"3.59"
"24284","Rensselaer",1991,1,60.6,47.9,73.2,"4.23"
"24285","Richmond",1991,1,67.1,56.2,78,"3.68"
"24286","Rockland",1991,1,65,52.8,77.1,"3.34"
"24287","Saratoga",1991,1,60.2,47.3,73.1,"3.49"
"24288","Schenectady",1991,1,61.5,48.8,74.1,"2.97"
"24289","Schoharie",1991,1,59.8,47.2,72.3,"3.08"
"24290","Schuyler",1991,1,61.6,49,74.1,"3.36"
"24291","Seneca",1991,1,62.8,51.4,74.2,"1.5"
"24292","St. Lawrence",1991,1,58,46,69.9,"2.54"
"24293","Steuben",1991,1,61.4,48,74.8,"1.7"
"24294","Suffolk",1991,1,62.5,52.2,72.8,"3.07"
"24295","Sullivan",1991,1,60.8,47.5,74,"3.34"
"24296","Tioga",1991,1,61.7,48.7,74.7,"1.43"
"24297","Tompkins",1991,1,61.6,49.4,73.8,"1.81"
"24298","Ulster",1991,1,61.5,48.8,74.1,"3.42"
"24299","Warren",1991,1,57.3,44.2,70.4,"3.19"
"24300","Washington",1991,1,59.8,46.5,73.1,"2.84"
"24301","Wayne",1991,1,61.5,51.2,71.7,"3.34"
"24302","Westchester",1991,1,64.9,52.8,76.9,"3.8"
"24303","Wyoming",1991,1,61.2,49.9,72.4,"2.72"
"24304","Yates",1991,1,62,50.3,73.7,"2.05"
"24305","Albany",1991,1,49.6,37.9,61.2,"3.28"
"24306","Allegany",1991,1,47.6,37.2,58.1,"3.51"
"24307","Bronx",1991,1,53.8,44.8,62.8,"3.78"
"24308","Broome",1991,1,48.3,37.2,59.3,"3.89"
"24309","Cattaraugus",1991,1,47.4,37.2,57.6,"4.04"
"24310","Cayuga",1991,1,49,39.2,58.7,"4.12"
"24311","Chautauqua",1991,1,48.5,39.6,57.5,"3.99"
"24312","Chemung",1991,1,47.9,36.8,58.9,"3.03"
"24313","Chenango",1991,1,47.2,35.7,58.7,"4.43"
"24314","Clinton",1991,1,45.5,36,55,"4.19"
"24315","Columbia",1991,1,50.4,37.6,63.1,"2.82"
"24316","Cortland",1991,1,46.6,36.1,57.2,"4.25"
"24317","Delaware",1991,1,46.7,35,58.3,"3.57"
"24318","Dutchess",1991,1,50.8,38.9,62.6,"2.84"
"24319","Erie",1991,1,48.6,39.3,57.8,"4.66"
"24320","Essex",1991,1,44.1,33.5,54.8,"3.93"
"24321","Franklin",1991,1,44.4,34.3,54.6,"4.46"
"24322","Fulton",1991,1,46.8,35.6,58,"4.03"
"24323","Genesee",1991,1,48.2,39.2,57.2,"4.38"
"24324","Greene",1991,1,47.9,36,59.8,"3.37"
"24325","Hamilton",1991,1,43,31.8,54.3,"3.84"
"24326","Herkimer",1991,1,45.1,34.2,56,"4.34"
"24327","Jefferson",1991,1,46.8,37,56.6,"4.57"
"24328","Kings",1991,1,53.6,44.8,62.3,"3.98"
"24329","Lewis",1991,1,44.5,34.3,54.7,"4.16"
"24330","Livingston",1991,1,48.5,38.8,58.3,"3.64"
"24331","Madison",1991,1,47.3,36.5,58,"4.09"
"24332","Monroe",1991,1,48.8,40.2,57.4,"3.82"
"24333","Montgomery",1991,1,49.3,38,60.6,"3.77"
"24334","Nassau",1991,1,52.6,43.4,61.8,"3.91"
"24335","New York",1991,1,53.8,44.8,62.8,"3.83"
"24336","Niagara",1991,1,48.3,39.9,56.7,"4"
"24337","Oneida",1991,1,47.3,36.5,58.1,"3.97"
"24338","Onondaga",1991,1,48.7,38.5,59,"3.75"
"24339","Ontario",1991,1,48.6,38.8,58.4,"3.9"
"24340","Orange",1991,1,50.7,39.7,61.6,"3.45"
"24341","Orleans",1991,1,48,39.9,56,"4.08"
"24342","Oswego",1991,1,47.9,37.8,57.9,"3.41"
"24343","Otsego",1991,1,47,35.6,58.5,"4.2"
"24344","Putnam",1991,1,51.2,40.3,62.2,"3.48"
"24345","Queens",1991,1,53.3,44.4,62.2,"3.85"
"24346","Rensselaer",1991,1,49.3,37.9,60.7,"3.1"
"24347","Richmond",1991,1,53.5,44.1,62.9,"4.07"
"24348","Rockland",1991,1,52,41.4,62.6,"3.85"
"24349","Saratoga",1991,1,48.3,36.6,59.9,"5.13"
"24350","Schenectady",1991,1,49.3,38,60.6,"3.6"
"24351","Schoharie",1991,1,47.9,36.9,58.9,"3.6"
"24352","Schuyler",1991,1,47.8,37.4,58.2,"3.81"
"24353","Seneca",1991,1,49.8,39.9,59.6,"3.4"
"24354","St. Lawrence",1991,1,46,36,56,"4.09"
"24355","Steuben",1991,1,47.4,36.5,58.3,"3.14"
"24356","Suffolk",1991,1,51,41.8,60.2,"3.77"
"24357","Sullivan",1991,1,48,36.8,59.2,"3.06"
"24358","Tioga",1991,1,48.2,37.4,59,"3.67"
"24359","Tompkins",1991,1,48.1,37.8,58.4,"3.77"
"24360","Ulster",1991,1,48.9,37.6,60.1,"3.16"
"24361","Warren",1991,1,45.6,33.9,57.3,"3.36"
"24362","Washington",1991,1,48.2,36.1,60.4,"2.84"
"24363","Wayne",1991,1,49,40,58.1,"3.69"
"24364","Westchester",1991,1,52.2,41.7,62.7,"3.75"
"24365","Wyoming",1991,1,47.6,38.7,56.5,"4.3"
"24366","Yates",1991,1,48.6,38.4,58.7,"3.47"
"24367","Albany",1991,1,36.8,27.7,45.9,"3.08"
"24368","Allegany",1991,1,35.2,26.1,44.4,"3.56"
"24369","Bronx",1991,1,43.3,35.6,51,"4.73"
"24370","Broome",1991,1,36.2,27.1,45.3,"3.59"
"24371","Cattaraugus",1991,1,35.3,25.5,45.2,"4.47"
"24372","Cayuga",1991,1,35.7,27.9,43.5,"3.56"
"24373","Chautauqua",1991,1,36.3,26.9,45.8,"4.44"
"24374","Chemung",1991,1,36.2,26.8,45.5,"2.62"
"24375","Chenango",1991,1,35.2,26.4,44,"3.59"
"24376","Clinton",1991,1,30.7,22.5,38.8,"2.59"
"24377","Columbia",1991,1,38.1,28.8,47.4,"3.46"
"24378","Cortland",1991,1,34.4,26.2,42.6,"3.75"
"24379","Delaware",1991,1,34.6,25.1,44.2,"3.31"
"24380","Dutchess",1991,1,38.9,29,48.9,"4.07"
"24381","Erie",1991,1,36.3,27.6,45,"4.95"
"24382","Essex",1991,1,29.6,20.6,38.7,"3.86"
"24383","Franklin",1991,1,29.4,20.2,38.5,"2.95"
"24384","Fulton",1991,1,33.8,24.9,42.7,"4.05"
"24385","Genesee",1991,1,36,27.2,44.6,"4.7"
"24386","Greene",1991,1,36.1,26.6,45.5,"3.75"
"24387","Hamilton",1991,1,29.3,19.9,38.6,"4.93"
"24388","Herkimer",1991,1,31.7,23,40.3,"4.66"
"24389","Jefferson",1991,1,33.2,24.7,41.8,"4.51"
"24390","Kings",1991,1,43.7,35.9,51.5,"4.66"
"24391","Lewis",1991,1,30.7,22.2,39.3,"5.22"
"24392","Livingston",1991,1,36.2,27.6,44.8,"3.56"
"24393","Madison",1991,1,34.4,26.2,42.6,"3.4"
"24394","Monroe",1991,1,36.9,29.1,44.6,"4.16"
"24395","Montgomery",1991,1,35.9,26.9,44.8,"3.02"
"24396","Nassau",1991,1,42.7,34.8,50.6,"4.5"
"24397","New York",1991,1,43.4,35.6,51.3,"4.76"
"24398","Niagara",1991,1,36.8,28.9,44.8,"4.6"
"24399","Oneida",1991,1,34,25.5,42.5,"4.3"
"24400","Onondaga",1991,1,35.7,27.6,43.8,"3.69"
"24401","Ontario",1991,1,36.1,28.1,44.1,"3.34"
"24402","Orange",1991,1,39.7,30,49.4,"4.19"
"24403","Orleans",1991,1,36.9,29,44.7,"4.7"
"24404","Oswego",1991,1,34.4,26.4,42.5,"4.26"
"24405","Otsego",1991,1,34.2,25.4,43,"3.46"
"24406","Putnam",1991,1,39.7,30,49.3,"4.44"
"24407","Queens",1991,1,43.4,35.6,51.2,"4.31"
"24408","Rensselaer",1991,1,36.2,27.3,45.2,"2.96"
"24409","Richmond",1991,1,43.7,35.1,52.3,"4.99"
"24410","Rockland",1991,1,41.4,32.1,50.8,"4.68"
"24411","Saratoga",1991,1,35.2,26.1,44.3,"3.7"
"24412","Schenectady",1991,1,36.1,27,45.1,"3.68"
"24413","Schoharie",1991,1,34.8,25.7,44,"3.09"
"24414","Schuyler",1991,1,35.8,27.2,44.3,"3.09"
"24415","Seneca",1991,1,36.6,28.8,44.4,"3.51"
"24416","St. Lawrence",1991,1,31.2,22.2,40.2,"3.35"
"24417","Steuben",1991,1,35.9,26.8,44.9,"3.02"
"24418","Suffolk",1991,1,41.9,33.9,49.9,"4.92"
"24419","Sullivan",1991,1,36.8,27,46.5,"3.77"
"24420","Tioga",1991,1,36.1,27.2,45,"3.53"
"24421","Tompkins",1991,1,35.7,27.4,43.9,"3.47"
"24422","Ulster",1991,1,37.1,27.1,47.1,"4.25"
"24423","Warren",1991,1,32.1,22.7,41.5,"4.44"
"24424","Washington",1991,1,35,25.6,44.4,"3.67"
"24425","Wayne",1991,1,36,28.8,43.2,"3.81"
"24426","Westchester",1991,1,41.3,32.1,50.4,"4.51"
"24427","Wyoming",1991,1,34.6,25.8,43.4,"4.51"
"24428","Yates",1991,1,36.2,28.1,44.4,"3.18"
"24429","Albany",1991,1,29.6,20.1,39.1,"1.54"
"24430","Allegany",1991,1,29.4,21.4,37.3,"1.3"
"24431","Bronx",1991,1,38.3,30,46.5,"1.74"
"24432","Broome",1991,1,28.9,20.2,37.5,"1.72"
"24433","Cattaraugus",1991,1,28.4,20.4,36.3,"1.81"
"24434","Cayuga",1991,1,29.1,21.2,37,"1.45"
"24435","Chautauqua",1991,1,29.2,21.3,37,"2.03"
"24436","Chemung",1991,1,29.7,21,38.4,"1.32"
"24437","Chenango",1991,1,27.6,18.9,36.3,"1.76"
"24438","Clinton",1991,1,23.2,13.8,32.7,"1.3"
"24439","Columbia",1991,1,30.8,20.8,40.8,"1.54"
"24440","Cortland",1991,1,27.6,19.3,36,"1.73"
"24441","Delaware",1991,1,27.4,18.2,36.5,"1.8"
"24442","Dutchess",1991,1,31.4,21.3,41.5,"1.57"
"24443","Erie",1991,1,29.7,22.4,37,"1.68"
"24444","Essex",1991,1,22.9,12.6,33.2,"1.44"
"24445","Franklin",1991,1,21.8,11.6,32,"1.42"
"24446","Fulton",1991,1,26,16.6,35.5,"2.25"
"24447","Genesee",1991,1,29.6,22.4,36.8,"1.23"
"24448","Greene",1991,1,29.4,20.2,38.5,"1.57"
"24449","Hamilton",1991,1,22.2,11.4,32.9,"2.02"
"24450","Herkimer",1991,1,23.8,13.9,33.8,"2.03"
"24451","Jefferson",1991,1,25.6,16.3,34.9,"1.78"
"24452","Kings",1991,1,39,30.5,47.4,"1.82"
"24453","Lewis",1991,1,23,13,33,"2.08"
"24454","Livingston",1991,1,30.6,22.8,38.4,"1.06"
"24455","Madison",1991,1,26.7,17.8,35.6,"1.5"
"24456","Monroe",1991,1,30.5,23.5,37.6,"1.21"
"24457","Montgomery",1991,1,28.1,19,37.2,"1.71"
"24458","Nassau",1991,1,37.6,29.2,46,"1.86"
"24459","New York",1991,1,38.5,30.1,46.9,"1.76"
"24460","Niagara",1991,1,30.4,23.5,37.4,"1.49"
"24461","Oneida",1991,1,25.9,16.5,35.3,"1.86"
"24462","Onondaga",1991,1,28.3,19.7,36.9,"1.58"
"24463","Ontario",1991,1,30.6,22.5,38.7,"1.08"
"24464","Orange",1991,1,32.8,23.2,42.5,"1.6"
"24465","Orleans",1991,1,29.9,23.3,36.5,"1.46"
"24466","Oswego",1991,1,26.6,17.5,35.7,"2.04"
"24467","Otsego",1991,1,26.9,18.2,35.5,"1.67"
"24468","Putnam",1991,1,33.2,23.8,42.6,"1.76"
"24469","Queens",1991,1,38.7,30.4,47,"1.83"
"24470","Rensselaer",1991,1,28.9,19.7,38.2,"1.48"
"24471","Richmond",1991,1,38.7,29.5,47.8,"1.73"
"24472","Rockland",1991,1,35,25.4,44.6,"1.7"
"24473","Saratoga",1991,1,27.4,17.8,37.1,"1.59"
"24474","Schenectady",1991,1,28.6,19.4,37.8,"1.8"
"24475","Schoharie",1991,1,27.9,18.9,36.8,"1.54"
"24476","Schuyler",1991,1,29.4,21.1,37.8,"1.34"
"24477","Seneca",1991,1,30.7,22.9,38.6,"1.13"
"24478","St. Lawrence",1991,1,23.4,13.5,33.4,"1.17"
"24479","Steuben",1991,1,29.5,20.8,38.3,"1.22"
"24480","Suffolk",1991,1,36.2,26.9,45.4,"1.74"
"24481","Sullivan",1991,1,29.4,19.8,39.1,"1.83"
"24482","Tioga",1991,1,29.5,21.3,37.7,"1.44"
"24483","Tompkins",1991,1,29.2,21.2,37.3,"1.39"
"24484","Ulster",1991,1,30.2,20.9,39.6,"1.87"
"24485","Warren",1991,1,24.8,14.4,35.3,"1.55"
"24486","Washington",1991,1,27.3,17.2,37.3,"1.17"
"24487","Wayne",1991,1,30,22.4,37.6,"1.56"
"24488","Westchester",1991,1,35.4,26,44.7,"1.8"
"24489","Wyoming",1991,1,28.4,20.9,35.9,"1.59"
"24490","Yates",1991,1,30.4,22.1,38.7,"1.02"
"24491","Albany",1991,1,22.6,13.4,31.8,"1.95"
"24492","Allegany",1991,1,22.5,14.2,30.7,"1.96"
"24493","Bronx",1991,1,33.3,26.1,40.6,"3.37"
"24494","Broome",1991,1,23.2,14.7,31.7,"2.08"
"24495","Cattaraugus",1991,1,22.4,14.1,30.7,"2.88"
"24496","Cayuga",1991,1,22.7,15.2,30.2,"2.1"
"24497","Chautauqua",1991,1,23.7,16.1,31.4,"3.17"
"24498","Chemung",1991,1,22.9,14.2,31.6,"1.73"
"24499","Chenango",1991,1,21.6,13,30.3,"2.39"
"24500","Clinton",1991,1,14.9,5,24.8,"1.9"
"24501","Columbia",1991,1,23.9,14.2,33.5,"1.99"
"24502","Cortland",1991,1,20.8,12.8,28.8,"2.3"
"24503","Delaware",1991,1,21.6,12.5,30.8,"2.29"
"24504","Dutchess",1991,1,25.6,16.9,34.3,"1.97"
"24505","Erie",1991,1,24.3,17.2,31.5,"2.6"
"24506","Essex",1991,1,15.6,6,25.2,"2.73"
"24507","Franklin",1991,1,13.9,4.3,23.4,"2.57"
"24508","Fulton",1991,1,19.1,10,28.2,"3.18"
"24509","Genesee",1991,1,23.4,16.4,30.4,"1.93"
"24510","Greene",1991,1,22.8,13.6,32,"2.39"
"24511","Hamilton",1991,1,15.8,6,25.5,"3.38"
"24512","Herkimer",1991,1,17.2,8.1,26.4,"3.2"
"24513","Jefferson",1991,1,18.3,9.6,27,"2.83"
"24514","Kings",1991,1,34,26.8,41.2,"3.76"
"24515","Lewis",1991,1,15.9,6.7,25.1,"3.37"
"24516","Livingston",1991,1,24.1,16.5,31.7,"1.77"
"24517","Madison",1991,1,20.4,12.4,28.5,"2.17"
"24518","Monroe",1991,1,24.7,17.9,31.5,"1.79"
"24519","Montgomery",1991,1,21.2,12.3,30.2,"2.24"
"24520","Nassau",1991,1,33.3,25.5,41.1,"3.89"
"24521","New York",1991,1,33.5,26.2,40.7,"3.61"
"24522","Niagara",1991,1,24.7,18.2,31.3,"1.61"
"24523","Oneida",1991,1,19.8,11.1,28.4,"2.86"
"24524","Onondaga",1991,1,22,14.4,29.6,"2.34"
"24525","Ontario",1991,1,23.9,16.6,31.3,"1.71"
"24526","Orange",1991,1,26.4,17.3,35.5,"2.31"
"24527","Orleans",1991,1,24.1,17.6,30.6,"1.92"
"24528","Oswego",1991,1,20.8,13,28.7,"2.92"
"24529","Otsego",1991,1,20.6,11.8,29.3,"2.48"
"24530","Putnam",1991,1,26.9,18.4,35.4,"2.34"
"24531","Queens",1991,1,34,26.7,41.3,"3.64"
"24532","Rensselaer",1991,1,22.2,13.3,31.1,"2.1"
"24533","Richmond",1991,1,33.1,25.3,41,"3.66"
"24534","Rockland",1991,1,28.9,20.3,37.5,"2.92"
"24535","Saratoga",1991,1,20.2,10.7,29.7,"2.75"
"24536","Schenectady",1991,1,21.5,12.4,30.6,"2.94"
"24537","Schoharie",1991,1,21.2,12.2,30.2,"2.14"
"24538","Schuyler",1991,1,22.4,14,30.8,"2.03"
"24539","Seneca",1991,1,24.1,16.7,31.5,"1.68"
"24540","St. Lawrence",1991,1,15.4,5.8,25,"1.72"
