"","row_ind","column_ind","values"
"848","VT0060100","y1991_12",-1
"849","VT0100000","y1991_12",-1
"850","CO0080100","y1991_12",-1
"851","CO0510000","y1991_12",-1
"852","CO0410100","y1991_12",-1
"853","VA1260000","y1991_11",-1
"854","UT0240100","y1991_11",-2
"855","PA0362300","y1991_11",-1
"856","MI2412400","y1991_11",-1
"857","AK0011700","y1991_11",-1
"858","VT0030300","y1991_10",-1
"859","VA0240100","y1991_10",-1
"860","OH0872700","y1991_10",-1
"861","NH0053400","y1991_10",-1
"862","KS0670100","y1991_10",-1
"863","CO0520200","y1991_10",-1
"864","CO0590100","y1991_10",-2
"865","VT0130100","y1991_9",-1
"866","PA0360300","y1991_9",-1
"867","NJ0026400","y1991_9",-1
"868","NH0010600","y1991_9",-1
"869","NB0010100","y1991_9",-1
"870","PA042SP00","y1991_8",-1
"871","KS0500300","y1991_8",-1
"872","VA0960200","y1991_7",-1
"873","NH0062400","y1991_7",-1
"874","NB0770200","y1991_7",-1
"875","MO0953000","y1991_7",-1
"876","VT0100100","y1991_6",-1
"877","UT0250000","y1991_6",-1
"878","OH0571300","y1991_6",-1
"879","KS0810000","y1991_6",-1
"880","PA0250100","y1991_5",-1
"881","OR0260300","y1991_5",-1
"882","NH0062000","y1991_5",-1
"883","NC0800200","y1991_5",-1
"884","MO0958000","y1991_5",-1
"885","CO0360100","y1991_5",-1
"886","VT0060100","y1991_4",-1
"887","VT0140500","y1991_4",-1
"888","OH0091500","y1991_4",-1
"889","MI2539300","y1991_3",-1
"890","WA0173200","y1991_2",-1
"891","OH0431300","y1991_2",-1
"892","NH0070600","y1991_2",-1
"893","NC0290100","y1991_2",-2
"894","UT0080000","y1991_1",-1
"895","PA0150600","y1991_1",-1
"896","CA033310X","y1991_1",-1
"897","PA0670600","y1990_12",-1
"898","OH0184800","y1990_12",-1
"899","NC0980000","y1990_12",-1
"900","KS0280000","y1990_12",-1
"901","CA0070000","y1990_12",-1
"902","WA0170400","y1990_11",-1
"903","NJ0161300","y1990_11",-1
"904","CA0310300","y1990_11",-1
"905","VT0060100","y1990_10",-1
"906","VA1300300","y1990_10",-1
